(-2.17813,-3.13935,25) (0.785387,-0.445159,-0.430117)
(22.1595,22.2029,25) (-0.427071,-0.881274,-0.202402)
(5.07122,20.5724,25) (-0.643065,0.751574,-0.146983)
(23.0574,-17.2827,25) (-0.760969,-0.611085,-0.217946)
(-12.5337,-24.3291,25) (0.0956414,0.39041,-0.91566)
(-10.9502,-14.7527,25) (0.307403,-0.571842,-0.760592)
(-6.72191,23.8107,25) (-0.70618,-0.550048,-0.445821)
(20.3648,-5.72063,25) (-0.115123,-0.712057,-0.692619)
(4.08999,13.0071,25) (-0.76837,0.625455,-0.135695)
(-16.8696,5.97316,25) (0.34533,-0.454266,-0.821212)
(3.14854,-19.6817,25) (0.23499,-0.88179,-0.408932)
(10.062,14.613,25) (-0.233107,-0.35257,-0.906287)
(-4.20676,-1.36781,25) (-0.817438,-0.523658,-0.239954)
(-24.3675,13.2292,25) (0.798512,-0.242943,-0.550779)
(-7.24276,18.3549,25) (-0.517852,-0.701728,-0.489292)
(7.69511,22.3688,25) (-0.425939,0.894272,-0.137307)
(-0.371452,-17.5202,25) (-0.31999,0.33915,-0.884638)
(-1.76745,19.3925,25) (0.652527,-0.0206694,-0.757484)
(18.5195,-18.4924,25) (-0.439725,0.855606,-0.273094)
(-24.4019,2.18358,25) (0.704586,0.64652,-0.292525)
(-2.52951,-18.3636,25) (0.905011,0.0844507,-0.41692)
(-6.53906,-15.6385,25) (-0.691021,0.56006,-0.456972)
(13.2733,23.815,25) (-0.277365,0.713866,-0.643012)
(-22.6706,-6.7785,25) (0.920955,-0.114092,-0.372592)
(-6.05314,-2.09247,25) (0.819069,0.0154414,-0.573488)
(-3.81874,-4.37777,25) (-0.271857,-0.211941,-0.938709)
(15.1442,19.9269,25) (-0.135443,0.309788,-0.941109)
(6.05457,23.7584,25) (-0.409605,-0.898716,-0.156629)
(-9.84236,15.1575,25) (0.0943647,-0.89449,-0.437016)
(6.31311,6.95908,25) (0.764871,0.528613,-0.368159)
(13.9727,24.165,25) (-0.213044,0.70181,-0.679761)
(-9.93052,-17.1954,25) (0.671204,-0.374305,-0.639828)
(-15.9585,6.94577,25) (0.45482,0.524364,-0.719848)
(8.23646,-6.04532,25) (0.672706,0.151194,-0.724298)
(7.80963,24.6952,25) (0.0920908,-0.606602,-0.789654)
(12.9649,0.836082,25) (0.527509,-0.439016,-0.727323)
(11.4673,1.58396,25) (0.844552,0.19772,-0.497633)
(-19.3269,-13.058,25) (0.519801,0.225756,-0.823918)
(23.7224,10.8472,25) (-0.396539,-0.825019,-0.402618)
(-8.05147,-21.5478,25) (0.0672329,0.686677,-0.723847)
(3.52691,17.6313,25) (-0.675017,0.135987,-0.725162)
(16.2935,-16.3666,25) (-0.499984,0.862418,-0.0790593)
(-7.00937,-10.8043,25) (-0.517632,0.363513,-0.774542)
(10.5954,13.0414,25) (-0.34783,-0.666144,-0.659748)
(-7.74323,-17.3126,25) (-0.6697,-0.147404,-0.727856)
(-11.6951,11.6041,25) (-0.857592,-0.275021,-0.434625)
(23.595,5.15131,25) (-0.285743,-0.883548,-0.371071)
(11.3362,6.78886,25) (-0.417905,0.890819,-0.178318)
(-3.95434,-10.5585,25) (0.30637,0.471478,-0.82695)
(-11.3732,-2.48354,25) (0.7995,-0.392849,-0.454389)
(-5.82408,12.9915,25) (-0.899122,-0.327379,-0.290521)
(17.4799,18.6656,25) (0.815447,-0.487932,-0.311399)
(7.8132,24.6086,25) (0.982645,-0.162872,-0.0887784)
(-18.6986,6.40544,25) (0.256759,0.930965,-0.259573)
(22.5241,7.12162,25) (0.562677,-0.824404,-0.0612503)
(11.7418,-11.0985,25) (-0.457803,-0.840641,-0.289379)
(5.2822,2.94561,25) (0.716875,-0.419924,-0.556556)
(-6.12597,-8.37226,25) (0.577913,-0.785252,-0.222252)
(21.4467,21.696,25) (0.471169,0.58239,-0.662436)
(-19.3531,5.31782,25) (-0.104153,0.56315,-0.819764)
(-9.05837,2.80735,25) (0.867015,0.4907,-0.0865939)
(24.9979,12.7514,25) (-0.593131,-0.223642,-0.773421)
(16.8937,15.6375,25) (-0.458806,-0.51673,-0.722833)
(13.097,-10.6643,25) (-0.793123,0.579026,-0.188901)
(-19.8226,-21.7336,25) (-0.958884,-0.245525,-0.142332)
(6.85656,-17.8439,25) (-0.230235,-0.973062,-0.0119478)
(23.4133,-4.09001,25) (-0.410404,-0.884672,-0.22119)
(-10.3443,-7.13259,25) (-0.276411,0.0462996,-0.959924)
(4.70572,16.4517,25) (-0.108674,-0.991651,-0.069417)
(-21.3472,-18.8539,25) (-0.231059,-0.910359,-0.343303)
(-4.42552,-14.2226,25) (0.16287,-0.965806,-0.201721)
(0.451698,21.9442,25) (-0.580226,0.353308,-0.733833)
(4.45568,6.50936,25) (-0.484731,0.236592,-0.842057)
(17.0586,-2.49556,25) (0.0528126,-0.872096,-0.486476)
(-18.9355,-0.890007,25) (-0.466097,0.482095,-0.741848)
(12.4667,-13.9005,25) (-0.444942,-0.701444,-0.556778)
(22.6379,-21.9532,25) (0.417425,0.843893,-0.337049)
(23.3142,-23.5548,25) (-0.0032584,-0.468549,-0.883431)
(-1.55209,-17.5532,25) (-0.720692,0.368482,-0.587217)
(-24.4712,-23.3606,25) (0.444193,0.255492,-0.85873)
(-4.97938,-0.227133,25) (0.698014,0.308968,-0.645999)
(-16.6649,3.51312,25) (-0.504905,0.476361,-0.719828)
(-0.202695,18.0266,25) (-0.333499,0.227295,-0.91494)
(13.9088,2.90691,25) (0.742703,-0.58221,-0.330792)
(3.30016,-0.256981,25) (-0.913462,0.385937,-0.128995)
(-15.2801,23.7472,25) (-0.167795,-0.504648,-0.846862)
(-13.2459,-12.5874,25) (0.959302,-0.228763,-0.165553)
(15.9015,8.30796,25) (0.365347,0.912601,-0.183525)
(17.1903,23.8349,25) (0.506953,0.768696,-0.390006)
(-7.4307,24.1084,25) (0.301161,0.325328,-0.896361)
(9.14265,5.06813,25) (0.283897,-0.769972,-0.571442)
(-3.37865,9.33183,25) (-0.196552,0.461594,-0.865042)
(4.08877,16.4787,25) (-0.363633,-0.887001,-0.284606)
(2.93733,-5.50836,25) (0.618894,0.27637,-0.735248)
(23.3959,-23.6467,25) (0.994498,0.0853704,-0.0607028)
(-3.239,1.5626,25) (0.0747131,-0.928459,-0.363844)
(18.1936,21.6543,25) (0.561875,-0.566528,-0.602778)
(8.78382,-4.40186,25) (-0.971259,-0.201868,-0.126119)
(1.82338,21.0534,25) (-0.788078,0.615484,-0.0106215)
(-15.2133,22.9075,25) (0.318071,-0.656315,-0.684164)
(5.23756,-14.3936,25) (-0.11632,0.224454,-0.967518)
(-13.832,-16.2719,25) (-0.531101,-0.074678,-0.844011)
(19.106,21.8038,25) (-0.650018,-0.426351,-0.629049)
(9.34514,-16.4194,25) (-0.536866,-0.742974,-0.399705)
(22.9443,5.41827,25) (0.765994,0.422229,-0.484743)
(-17.9175,17.587,25) (0.831178,-0.0734192,-0.551138)
(-15.9293,-17.2124,25) (0.841148,-0.3402,-0.420397)
(-2.96339,17.146,25) (-0.19413,0.949917,-0.244892)
(-14.8734,-0.316475,25) (-0.330643,0.554851,-0.763424)
(14.9167,8.79984,25) (0.599609,-0.0981151,-0.794256)
(-18.0363,-9.96877,25) (0.0891518,-0.975723,-0.200042)
(4.63463,12.1224,25) (0.361225,-0.779568,-0.511654)
(-20.7399,14.6201,25) (0.0177573,0.132747,-0.990991)
(6.74853,16.5032,25) (0.646115,-0.606104,-0.463868)
(3.23536,17.5171,25) (0.190733,-0.920371,-0.341377)
(-0.21941,20.8528,25) (-0.553309,-0.0597918,-0.830827)
(1.94718,3.35739,25) (-0.909845,-0.189664,-0.369065)
(-12.0946,-6.38037,25) (0.0819211,0.992638,-0.0892145)
(-4.86096,-15.4929,25) (-0.169248,0.895653,-0.411292)
(-2.2026,2.33314,25) (0.995873,0.0669998,-0.061221)
(18.3945,-1.5736,25) (-0.128222,0.95995,-0.249109)
(-0.000815603,21.7723,25) (0.675148,-0.0320391,-0.736986)
(5.40063,-1.39136,25) (0.262817,-0.876313,-0.403736)
(13.7824,15.195,25) (-0.444757,-0.516926,-0.731422)
(2.24413,-12.3759,25) (-0.00627118,-0.90269,-0.430246)
(-0.485244,-21.831,25) (-0.612453,-0.486671,-0.622939)
(-4.73829,16.6066,25) (-0.17624,-0.21584,-0.960392)
(-0.665324,-0.943628,25) (-0.104497,-0.168069,-0.980221)
(13.8244,-18.3153,25) (0.316045,0.0293117,-0.948291)
(-8.16463,-4.15052,25) (0.367232,0.473881,-0.800361)
(24.583,-9.44368,25) (-0.0403695,-0.308989,-0.950209)
(5.07519,-21.061,25) (-0.00404194,-0.816006,-0.57803)
(15.8761,-16.8265,25) (0.963839,0.251842,-0.0871272)
(9.46914,24.9128,25) (-0.207352,0.314664,-0.926278)
(-2.69472,-14.9794,25) (0.530365,-0.577482,-0.620667)
(-0.428426,-4.1128,25) (0.979843,-0.19257,-0.0531512)
(4.37668,11.933,25) (-0.218691,0.948023,-0.23114)
(19.2349,22.7313,25) (0.470731,-0.842889,-0.260675)
(13.1993,16.551,25) (-0.796201,0.601329,-0.0668331)
(17.2083,16.982,25) (0.0869497,-0.179011,-0.979997)
(13.7702,-2.35461,25) (-0.105092,0.1649,-0.980696)
(-19.2814,6.3073,25) (-0.00362425,0.586111,-0.810222)
(-3.23145,-12.1348,25) (0.53343,-0.673959,-0.511108)
(-18.5512,9.42039,25) (0.538435,-0.451868,-0.711268)
(7.07163,-12.4709,25) (-0.390759,0.556635,-0.733121)
(-21.1188,20.5177,25) (0.111653,0.523508,-0.844673)
(-21.9921,18.737,25) (0.484085,0.221763,-0.846453)
(5.49189,-17.3542,25) (-0.0192124,-0.937414,-0.347687)
(-21.4198,-1.39248,25) (0.88818,-0.458928,-0.0228388)
(19.4051,-15.7465,25) (-0.396997,0.91756,-0.0218361)
(-13.8789,15.719,25) (0.959175,-0.226386,-0.169506)
(3.86985,16.7763,25) (0.231288,-0.797799,-0.556797)
(14.9707,22.7804,25) (0.00499346,0.956696,-0.291045)
(-10.9756,-17.8748,25) (0.904954,-0.385945,-0.179176)
(-22.7934,20.7105,25) (0.531171,-0.505313,-0.680086)
(1.22057,-20.4879,25) (0.196781,-0.527267,-0.826599)
(-7.03742,-9.41098,25) (-0.66476,0.04203,-0.745874)
(-1.56293,21.2778,25) (-0.782682,0.388738,-0.486099)
(-21.8285,21.5198,25) (0.454574,-0.303865,-0.837275)
(15.78,-11.6398,25) (-0.219523,-0.921476,-0.320455)
(10.5708,19.9887,25) (0.514429,-0.827281,-0.225763)
(-10.3738,-9.62601,25) (0.7702,0.565901,-0.294189)
(-22.6547,7.98001,25) (0.319342,0.806028,-0.498336)
(-22.365,7.98039,25) (0.575815,-0.54224,-0.611892)
(21.2559,8.99534,25) (-0.981364,0.074775,-0.177014)
(22.4108,13.5891,25) (0.411686,-0.273806,-0.869221)
(11.3188,21.8122,25) (-0.777262,-0.012783,-0.629047)
(-15.98,12.9309,25) (0.902502,0.429887,-0.0262212)
(-23.7696,-15.1442,25) (0.421295,-0.831087,-0.36305)
(-24.9281,-23.2349,25) (0.794282,-0.158988,-0.586378)
(21.4872,-8.89363,25) (0.0512953,0.412225,-0.909637)
(5.9277,-11.56,25) (-0.0691192,0.833087,-0.548807)
(-12.0897,24.3269,25) (-0.310699,0.423427,-0.850985)
(23.4359,24.6071,25) (-0.107426,0.58856,-0.801284)
(-0.379727,5.01851,25) (0.576476,0.628164,-0.522576)
(6.6557,3.43346,25) (-0.462546,0.742702,-0.484195)
(0.375185,23.5359,25) (-0.959103,-0.175903,-0.221766)
(-24.6234,-5.43073,25) (-0.557833,0.790926,-0.251514)
(24.68,-20.9302,25) (0.929155,-0.238669,-0.282325)
(-22.869,-9.86429,25) (0.152046,-0.731809,-0.664333)
(-5.43712,-19.8636,25) (-0.792395,0.137946,-0.594206)
(-23.4691,10.4036,25) (0.0916471,-0.933845,-0.345738)
(24.8459,8.55086,25) (0.763726,0.614681,-0.197207)
(24.0159,-18.397,25) (-0.116793,-0.445775,-0.887493)
(20.5755,-2.74249,25) (0.347261,0.789154,-0.506602)
(-22.482,4.63073,25) (-0.750222,0.642762,-0.154997)
(-22.7462,17.2626,25) (0.820365,0.108545,-0.561444)
(1.18602,9.39769,25) (-0.646676,0.269981,-0.713387)
(-16.7961,-6.72574,25) (0.404641,0.887923,-0.218767)
(-2.21648,-24.2795,25) (-0.988899,0.1273,-0.0766338)
(-3.62477,-18.8134,25) (0.217054,0.425355,-0.878613)
(14.0392,-21.6971,25) (0.708884,-0.303541,-0.636668)
(-18.743,-20.5828,25) (0.0658554,0.854852,-0.514675)
(-13.2486,22.6054,25) (0.281924,-0.951111,-0.126122)
(-17.7577,-22.6821,25) (-0.187655,-0.104566,-0.976653)
(4.16977,-8.25374,25) (0.0614524,-0.32562,-0.943501)
(-19.4597,21.0937,25) (-0.145629,0.902216,-0.405953)
(3.72383,1.0583,25) (0.979985,0.0497897,-0.192746)
(-1.32407,-6.41424,25) (0.332295,0.402383,-0.853035)
(-6.69083,-4.00502,25) (-0.313083,-0.936673,-0.156915)
(-23.8864,6.93323,25) (0.837376,-0.52452,-0.153885)
(15.7498,12.6251,25) (0.777275,0.26696,-0.569715)
(-9.20373,-9.00806,25) (0.676406,0.255866,-0.690657)
(-22.1942,22.3968,25) (-0.0300699,0.999482,-0.0114366)
(-20.1487,22.8011,25) (-0.652191,-0.105157,-0.750726)
(-22.1077,-19.3625,25) (0.0354411,0.923569,-0.381792)
(-7.10249,11.0053,25) (-0.102964,-0.908872,-0.404166)
(-5.78584,12.4669,25) (0.148981,0.195431,-0.969336)
(-16.409,23.6763,25) (-0.88585,0.443635,-0.135861)
(13.3177,-19.3938,25) (0.40003,-0.864548,-0.304192)
(7.78329,-4.34775,25) (0.308571,0.573106,-0.759167)
