(16.9418,16.1544,25) (-0.767161,-0.616969,-0.17554)
(7.31418,-0.088071,25) (0.156474,-0.749848,-0.642841)
(10.3639,9.54736,25) (-0.0859108,-0.18637,-0.978716)
(19.5545,22.3044,25) (0.373081,-0.100921,-0.922294)
(-10.5654,16.8433,25) (-0.0240605,-0.859356,-0.510811)
(-9.60972,6.22456,25) (-0.75458,-0.141403,-0.640792)
(17.599,-14.0029,25) (-0.531356,0.841551,-0.0972222)
(-11.0624,3.03595,25) (-0.272198,-0.31169,-0.910361)
(16.0055,-0.642129,25) (0.734858,0.338756,-0.587562)
(-16.0573,22.2754,25) (-0.699198,-0.0796148,-0.710481)
(-10.9959,13.8593,25) (0.436539,0.0850306,-0.895658)
(-23.1177,11.3308,25) (0.421994,-0.0776428,-0.903268)
(9.57198,-5.85695,25) (0.501396,-0.832031,-0.237331)
(-10.0259,-2.94398,25) (-0.23364,-0.347076,-0.908268)
(-11.3572,11.2326,25) (-0.328035,0.559442,-0.761195)
(13.3782,8.79094,25) (-0.375891,-0.567207,-0.732791)
(14.1309,-20.5351,25) (-0.74162,-0.226999,-0.631246)
(-10.8604,7.14633,25) (-0.320103,-0.556443,-0.76675)
(13.6298,-4.45823,25) (-0.727357,0.430773,-0.534215)
(-7.85946,23.2304,25) (0.720865,-0.408631,-0.559799)
(13.5175,23.8638,25) (-0.105831,-0.622485,-0.775444)
(4.86417,-23.3813,25) (0.46682,0.883792,-0.0314775)
(-14.5769,1.46818,25) (-0.701331,-0.343223,-0.624765)
(-13.7003,-20.6262,25) (-0.266726,-0.344542,-0.900082)
(-21.0729,18.6184,25) (0.428255,0.827307,-0.363538)
(-18.2282,8.71582,25) (-0.586536,-0.674669,-0.448104)
(18.0029,1.15396,25) (-0.0813702,0.57472,-0.814294)
(-24.3893,24.9395,25) (-0.738712,0.671287,-0.0606396)
(23.9491,-5.42027,25) (-0.468106,0.85125,-0.237169)
(-24.2181,24.6875,25) (-0.234778,0.93652,-0.260403)
(4.36033,8.31473,25) (-0.60174,-0.741367,-0.297124)
(-12.6458,-11.3558,25) (0.0277582,-0.126028,-0.991638)
(16.9248,-16.992,25) (0.592713,-0.799765,-0.0952215)
(3.1268,-20.0961,25) (-0.996951,-0.00737344,-0.0776833)
(-0.968634,-6.62314,25) (0.523247,0.835841,-0.16608)
(21.3284,-0.563203,25) (0.323002,0.233685,-0.917094)
(-13.5132,-22.8948,25) (-0.661981,-0.74952,-0.000655174)
(-4.12973,-8.23472,25) (0.825011,-0.449596,-0.342374)
(6.13585,9.52312,25) (-0.0455635,0.645593,-0.762321)
(-16.8625,11.5554,25) (-0.500249,-0.0806645,-0.862116)
(-4.12895,1.62541,25) (-0.462636,0.198121,-0.864127)
(2.98083,-14.2712,25) (-0.831843,-0.206841,-0.515028)
(-6.8082,-18.2674,25) (0.416586,-0.889637,-0.18709)
(-24.2853,-2.3062,25) (0.466888,-0.0253894,-0.883952)
(-11.9766,6.73857,25) (0.839674,-0.322187,-0.4372)
(0.460103,-12.6919,25) (-0.00258772,-0.0557022,-0.998444)
(-21.6365,6.42527,25) (0.0159517,-0.995041,-0.0981746)
(0.598041,6.32992,25) (-0.908782,0.243145,-0.33911)
(3.33638,9.67222,25) (-0.667842,0.365212,-0.648543)
(-23.4028,-10.8739,25) (-0.927428,0.315493,-0.200852)
(10.5604,-9.0053,25) (0.707576,0.624593,-0.330485)
(19.5794,13.8793,25) (0.771611,0.39285,-0.500285)
(21.6269,-3.17702,25) (-0.0116754,-0.636468,-0.771215)
(-12.9112,6.61784,25) (-0.14316,-0.776106,-0.614137)
(-4.85843,-14.3521,25) (0.731613,-0.0436846,-0.680319)
(-17.9797,-4.83453,25) (-0.0676198,-0.313907,-0.947043)
(-21.8101,14.4063,25) (-0.498647,-0.782084,-0.373759)
(-12.9296,10.9966,25) (0.591941,-0.55519,-0.584269)
(-18.2048,-5.11278,25) (0.279158,-0.935713,-0.215665)
(-23.6332,-17.7209,25) (-0.624085,-0.622037,-0.47285)
(14.9991,15.7758,25) (0.619272,0.749057,-0.235406)
(-12.7018,-17.3589,25) (-0.62016,0.732783,-0.280055)
(1.25223,1.64223,25) (0.572082,0.101353,-0.81391)
(-22.4841,23.7048,25) (0.243896,0.0514948,-0.968433)
(-23.1987,20.7986,25) (0.544551,0.820898,-0.172018)
(0.0212865,4.50163,25) (-0.273601,-0.960838,-0.0439729)
(3.64249,-1.74635,25) (0.716483,-0.568726,-0.403985)
(-11.771,-23.8058,25) (0.74505,0.536808,-0.395902)
(-3.86689,11.945,25) (-0.570592,-0.158651,-0.805764)
(2.17006,-6.0954,25) (-0.712135,-0.230921,-0.662977)
(-17.0237,-18.0298,25) (0.134019,0.429323,-0.893152)
(-15.3327,-23.5358,25) (0.922788,-0.357486,-0.143761)
(8.28538,-18.8566,25) (0.862217,-0.487909,-0.136115)
(-1.83272,-15.5512,25) (0.723276,-0.671073,-0.162887)
(11.0887,5.58065,25) (-0.442843,0.284125,-0.85039)
(22.7833,-0.526812,25) (0.339467,0.887432,-0.311812)
(5.09109,-5.99802,25) (0.355699,-0.72827,-0.585748)
(-17.4893,-15.4266,25) (0.168565,0.855064,-0.490358)
(20.7777,0.840674,25) (0.489914,-0.126911,-0.862484)
(13.3999,-18.038,25) (0.637369,-0.0456152,-0.769208)
(-11.2084,19.2515,25) (0.256568,-0.0556993,-0.96492)
(10.2003,1.90767,25) (-0.627231,-0.66777,-0.400829)
(9.69991,2.66775,25) (0.619291,0.659464,-0.42613)
(9.31693,-11.1745,25) (0.520491,0.264576,-0.811843)
(-11.3222,-23.2924,25) (-0.582179,-0.0903325,-0.808027)
(-1.37358,19.065,25) (0.120194,0.0985674,-0.987845)
(-23.5678,10.281,25) (-0.387998,-0.784309,-0.484062)
(13.6002,-15.8201,25) (0.55404,0.670938,-0.492831)
(14.7674,-1.13235,25) (0.219395,0.812863,-0.539555)
(-6.37577,-11.0659,25) (0.880727,0.323246,-0.346166)
(0.589347,22.6267,25) (-0.267058,-0.501652,-0.822815)
(2.85947,3.61091,25) (-0.609532,0.226505,-0.759714)
(0.376036,23.9452,25) (-0.459293,-0.438682,-0.772404)
(19.1412,-24.3998,25) (0.379387,-0.610875,-0.694908)
(-13.8485,10.5788,25) (0.968777,-0.13974,-0.2048)
(19.5873,15.6893,25) (0.675091,-0.733944,-0.0746918)
(9.82522,-24.0686,25) (-0.552615,0.261595,-0.791318)
(18.3821,-0.832037,25) (0.269042,0.684392,-0.677661)
(-5.69143,-7.19885,25) (0.296003,-0.774532,-0.559001)
(21.9431,22.9864,25) (-0.461377,0.371486,-0.805685)
(17.6437,-10.9597,25) (-0.485993,-0.583103,-0.651)
(19.8945,-21.1568,25) (0.788159,0.609911,-0.0825468)
(12.0954,-20.0404,25) (-0.402855,-0.283125,-0.870372)
(16.9865,-17.8001,25) (-0.11364,-0.944227,-0.309065)
(-22.2839,-17.1846,25) (0.977003,0.211154,-0.0296486)
(9.40796,4.59115,25) (-0.755343,0.553935,-0.350161)
(8.1085,-3.34661,25) (0.761347,-0.646673,-0.0465154)
(6.12517,10.2226,25) (0.887619,0.0831345,-0.453014)
(13.4836,6.01759,25) (-0.564382,0.280227,-0.776496)
(11.1272,16.2846,25) (0.826022,-0.46931,-0.312147)
(21.9196,-9.27135,25) (-0.548905,0.226786,-0.804532)
(11.8808,-24.7265,25) (0.0966717,0.361943,-0.927174)
(15.3777,-8.53823,25) (0.189913,-0.680829,-0.707394)
(16.3482,-0.0613093,25) (0.287143,-0.748197,-0.598123)
(6.99918,21.7402,25) (-0.235583,0.933684,-0.269694)
(-1.74186,-12.6699,25) (0.877402,-0.472191,-0.0848555)
(23.503,0.316866,25) (-0.822788,-0.413441,-0.389982)
(-20.6505,-18.1619,25) (0.471971,-0.510714,-0.71862)
(8.04029,6.14514,25) (0.0288593,-0.927246,-0.373338)
(1.24187,16.7832,25) (0.63863,0.597,-0.485534)
(13.0698,-18.1313,25) (0.924281,-0.114352,-0.364181)
(10.7529,20.4738,25) (0.68309,-0.218559,-0.696864)
(3.16893,11.1714,25) (-0.546037,0.187352,-0.816543)
(-2.7398,-8.32532,25) (0.711068,0.121671,-0.692515)
(-8.43213,-13.6997,25) (0.802209,-0.595918,-0.0366336)
(13.9148,-7.63921,25) (-0.280752,-0.958467,-0.0501838)
(-8.90234,-11.8897,25) (0.740501,0.380014,-0.554299)
(24.7582,5.13764,25) (-0.93189,-0.0591686,-0.357882)
(-24.1582,-22.259,25) (-0.483037,0.86438,-0.139723)
(-24.8469,-9.22866,25) (-0.300442,-0.892661,-0.335993)
(16.1295,-1.93493,25) (0.260528,-0.964695,-0.0385906)
(21.2342,1.97724,25) (-0.981953,0.0555761,-0.180773)
(-22.041,-6.16648,25) (0.385932,-0.864243,-0.322709)
(13.0931,-9.7394,25) (-0.468461,0.298805,-0.831421)
(6.99484,21.7742,25) (0.159626,-0.96538,-0.206303)
(21.804,-17.4757,25) (0.19929,-0.56195,-0.802805)
(9.08783,-21.9374,25) (0.408909,0.0719042,-0.909738)
(1.68792,-0.922921,25) (-0.253528,0.887346,-0.38515)
(-20.5743,-13.954,25) (-0.128076,-0.813454,-0.567353)
(-19.428,12.8494,25) (-0.545122,-0.00853134,-0.838313)
(5.54432,-14.1951,25) (-0.00623092,0.444599,-0.895708)
(-2.67666,-6.61366,25) (0.330001,0.00120954,-0.94398)
(18.615,8.61285,25) (-0.354998,-0.435009,-0.827492)
(-8.25369,-16.4006,25) (0.668063,-0.00830223,-0.744058)
(-12.7724,14.2901,25) (-0.577048,0.800628,-0.161276)
(-21.7379,-5.70148,25) (-0.924231,0.311876,-0.220296)
(23.0777,0.464639,25) (0.32072,0.0192816,-0.946978)
(-10.3623,-1.04849,25) (0.609045,0.656732,-0.444709)
(3.12141,20.3716,25) (-0.3919,-0.47747,-0.786408)
(3.28775,-6.15045,25) (0.265969,-0.962004,-0.0617107)
(-6.91765,9.67914,25) (-0.000800085,0.885859,-0.463953)
(-13.1221,-15.294,25) (-0.984011,0.172193,-0.0455188)
(1.9586,0.517988,25) (0.24892,-0.876416,-0.41223)
(-15.5111,0.702844,25) (-0.653691,0.303112,-0.693405)
(-9.52117,6.81665,25) (0.175334,0.98412,-0.0276718)
(1.10115,-12.2268,25) (-0.885423,0.305418,-0.350352)
(-13.6499,-13.8332,25) (-0.529472,0.208385,-0.822335)
(4.96042,15.2493,25) (-0.117021,-0.626001,-0.770992)
(-20.3265,-24.7003,25) (-0.218789,-0.65442,-0.723786)
(-20.2424,10.5041,25) (0.79668,-0.563759,-0.217892)
(-7.23436,-2.05659,25) (0.683894,0.306679,-0.661994)
(11.1975,6.82442,25) (-0.85825,0.0895841,-0.505354)
(6.61267,11.4625,25) (0.486262,0.312793,-0.815911)
(-24.3438,6.90426,25) (0.797118,-0.587353,-0.14007)
(18.6926,-4.02484,25) (0.699347,0.081529,-0.710117)
(-3.49793,-11.9124,25) (0.789372,0.454244,-0.412981)
(-14.1355,-8.52086,25) (-0.975924,-0.218011,-0.00664317)
(12.7367,-24.4171,25) (-0.660362,0.154711,-0.734838)
(-20.5572,-1.62641,25) (-0.147686,-0.287372,-0.946365)
(18.4535,16.2165,25) (-0.513395,0.165609,-0.842021)
(16.6694,-2.02205,25) (-0.206066,-0.154321,-0.966293)
(-6.23979,5.45508,25) (-0.395469,-0.308558,-0.865099)
(4.45739,14.7286,25) (-0.545768,-0.132475,-0.827398)
(-5.82384,-8.98712,25) (0.998631,-0.0344341,-0.039383)
(-15.8873,6.61642,25) (-0.545847,-0.376717,-0.748422)
(-17.3763,-5.08923,25) (-0.713851,0.467598,-0.521314)
(20.1607,24.0656,25) (0.525872,0.571646,-0.629826)
(-24.6231,-7.43114,25) (0.345792,-0.230742,-0.909498)
(-11.3209,0.907071,25) (0.0972472,0.782396,-0.615141)
(8.69638,-7.61467,25) (0.967296,0.250472,-0.0400257)
(-18.9602,11.563,25) (-0.368945,-0.910465,-0.186904)
(-16.1978,7.51381,25) (0.701401,0.493897,-0.513909)
(-20.6636,19.5445,25) (-0.936224,0.227914,-0.267468)
(3.69234,1.77068,25) (-0.199933,0.894981,-0.398794)
(-6.20764,17.6046,25) (0.0581548,-0.821876,-0.56669)
(14.8643,-17.9074,25) (-0.726327,-0.68728,-0.00975799)
(-23.5534,10.7547,25) (-0.197066,-0.932321,-0.303221)
(-14.7804,0.145679,25) (0.427716,-0.896453,-0.115893)
(12.9939,-7.05081,25) (-0.726282,0.372177,-0.577927)
(-16.0167,20.1709,25) (-0.617686,-0.514569,-0.594713)
(12.2686,-1.28227,25) (-0.0447367,0.546156,-0.836488)
(8.75794,-21.7786,25) (-0.666337,-0.745634,-0.00507163)
(7.93657,-8.738,25) (0.41277,0.249316,-0.876049)
(-23.2209,19.5187,25) (-0.914682,-0.399934,-0.05839)
(-17.8603,-21.8097,25) (0.401469,0.13444,-0.905952)
(-13.1025,4.98593,25) (0.250497,-0.274688,-0.928331)
(-12.6933,-2.7096,25) (0.0301165,-0.708023,-0.705547)
(-20.36,7.63282,25) (0.672601,-0.313352,-0.670387)
(23.9632,20.6695,25) (0.964526,-0.234852,-0.120561)
(1.00774,24.4565,25) (-0.0126879,0.953719,-0.300431)
(-6.80746,17.1775,25) (0.528908,-0.261629,-0.807346)
(17.3802,13.8495,25) (0.515596,-0.142081,-0.844969)
(-24.355,-7.78989,25) (0.0462199,0.119108,-0.991805)
(3.13328,-18.1876,25) (0.601662,0.143195,-0.785811)
(12.0681,9.19796,25) (-0.853316,0.43161,-0.292515)
(20.011,-5.54441,25) (0.389569,-0.786441,-0.479318)
(-10.5091,-14.0302,25) (0.375197,0.822773,-0.426933)
(-6.18627,4.44736,25) (-0.980902,-0.10413,-0.16428)
(0.360644,-0.65101,25) (-0.573907,0.814965,-0.080391)
(-16.6737,5.38041,25) (0.775399,0.631406,-0.0090729)
(21.6718,-4.27809,25) (0.668411,-0.743454,-0.0224383)
(2.25879,-7.58162,25) (0.188873,-0.792144,-0.580375)
(19.6352,5.9538,25) (0.218423,0.910095,-0.352161)
(17.4985,-17.6735,25) (0.506166,0.111851,-0.855152)
(12.4503,-10.8973,25) (-0.324934,0.942972,-0.0722602)
(-8.0886,12.1286,25) (0.705775,-0.560453,-0.433328)
(-19.3844,17.5746,25) (-0.293505,-0.807027,-0.512409)
(-10.3208,-16.4852,25) (0.555619,0.479123,-0.679506)
(4.89151,9.54086,25) (-0.493993,0.836267,-0.237968)
(-17.4499,11.1456,25) (-0.360898,0.609971,-0.70547)
(-22.4356,11.6884,25) (0.756019,0.234835,-0.610973)
(7.16628,-19.5594,25) (-0.124014,-0.457876,-0.880324)
(-17.0727,-15.322,25) (0.801489,0.172807,-0.572498)
(-8.64441,-16.6124,25) (-0.468723,-0.579995,-0.666261)
(-1.28992,22.1699,25) (0.578802,0.10822,-0.808255)
